STATE/UT,YEAR,CAUSE,CASES,January,February,March,April,May,June,July,August,September,October,November,December
TAMIL NADU,2010,Total,66830,5654,5358,5877,5799,6175,5567,5362,5515,5500,5580,5344,5099
TAMIL NADU,2011,Road Accidents,65873,5522,5228,5821,5461,6018,5879,5706,5162,5688,5107,4937,5344
TAMIL NADU,2011,Rail-Road Accidents,17,3,0,2,2,1,2,1,1,3,2,0,0
TAMIL NADU,2011,Other Railway Accidents,1830,154,132,165,135,174,171,181,136,157,126,154,145
TAMIL NADU,2011,Total,67720,5679,5360,5988,5598,6193,6052,5888,5299,5848,5235,5091,5489
TAMIL NADU,2012,Road Accidents,67757,5868,5646,5813,5819,5896,5646,5688,5815,5283,5444,5367,5472
TAMIL NADU,2012,Rail-Road Accidents,21,4,1,1,3,0,0,1,6,0,1,1,3
TAMIL NADU,2012,Other Railway Accidents,2115,181,170,178,160,193,163,190,183,182,153,178,184
TAMIL NADU,2012,Total,69893,6053,5817,5992,5982,6089,5809,5879,6004,5465,5598,5546,5659
TRIPURA,2001,Road Accidents,544,53,52,63,44,36,55,50,37,36,41,35,42
TRIPURA,2001,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2001,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2001,Total,544,53,52,63,44,36,55,50,37,36,41,35,42
TRIPURA,2002,Road Accidents,624,47,38,56,44,60,54,65,51,54,42,59,54
TRIPURA,2002,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2002,Other Railway Accidents,1,0,0,0,1,0,0,0,0,0,0,0,0
TRIPURA,2002,Total,625,47,38,56,45,60,54,65,51,54,42,59,54
TRIPURA,2003,Road Accidents,676,73,51,51,45,57,52,61,51,60,64,61,50
TRIPURA,2003,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2003,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2003,Total,676,73,51,51,45,57,52,61,51,60,64,61,50
TRIPURA,2004,Road Accidents,645,49,42,57,44,56,58,54,53,39,63,66,64
TRIPURA,2004,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2004,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2004,Total,645,49,42,57,44,56,58,54,53,39,63,66,64
TRIPURA,2005,Road Accidents,662,57,55,53,42,54,65,52,54,59,61,48,62
TRIPURA,2005,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2005,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2005,Total,662,57,55,53,42,54,65,52,54,59,61,48,62
TRIPURA,2006,Road Accidents,793,70,50,62,67,74,52,69,55,68,73,80,73
TRIPURA,2006,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2006,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2006,Total,793,70,50,62,67,74,52,69,55,68,73,80,73
TRIPURA,2007,Road Accidents,801,59,85,70,66,69,67,51,58,71,60,58,87
TRIPURA,2007,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2007,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2007,Total,801,59,85,70,66,69,67,51,58,71,60,58,87
TRIPURA,2008,Road Accidents,767,51,56,66,70,72,55,64,74,78,65,57,59
TRIPURA,2008,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2008,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2008,Total,767,51,56,66,70,72,55,64,74,78,65,57,59
TRIPURA,2009,Road Accidents,865,68,93,78,61,77,63,55,76,65,63,72,94
TRIPURA,2009,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2009,Other Railway Accidents,8,1,0,0,0,0,1,1,2,0,2,1,0
TRIPURA,2009,Total,873,69,93,78,61,77,64,56,78,65,65,73,94
TRIPURA,2010,Road Accidents,901,76,66,81,77,65,68,72,77,86,72,83,78
TRIPURA,2010,Rail-Road Accidents,6,0,0,0,1,1,0,1,1,2,0,0,0
TRIPURA,2010,Other Railway Accidents,2,0,0,0,0,1,0,1,0,0,0,0,0
TRIPURA,2010,Total,909,76,66,81,78,67,68,74,78,88,72,83,78
TRIPURA,2011,Road Accidents,834,85,57,81,64,55,67,54,72,50,78,79,92
TRIPURA,2011,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2011,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2011,Total,834,85,57,81,64,55,67,54,72,50,78,79,92
TRIPURA,2012,Road Accidents,888,83,85,69,72,82,66,65,70,75,76,64,81
TRIPURA,2012,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2012,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2012,Total,888,83,85,69,72,82,66,65,70,75,76,64,81
UTTAR PRADESH,2001,Road Accidents,17921,1695,1737,1652,1663,1733,1027,1310,1478,1626,1439,1231,1330
UTTAR PRADESH,2001,Rail-Road Accidents,267,31,22,24,22,21,24,22,13,17,21,27,23
UTTAR PRADESH,2001,Other Railway Accidents,1359,101,104,67,118,115,123,191,106,111,115,101,107
UTTAR PRADESH,2001,Total,19547,1827,1863,1743,1803,1869,1174,1523,1597,1754,1575,1359,1460
UTTAR PRADESH,2002,Road Accidents,14457,1237,1164,1270,1194,1349,1363,1169,1113,1099,1100,1233,1166
UTTAR PRADESH,2002,Rail-Road Accidents,293,24,22,33,26,26,15,32,20,34,25,15,21
UTTAR PRADESH,2002,Other Railway Accidents,1474,138,122,123,30,162,117,132,119,129,133,121,148
UTTAR PRADESH,2002,Total,16224,1399,1308,1426,1250,1537,1495,1333,1252,1262,1258,1369,1335
UTTAR PRADESH,2003,Road Accidents,11354,1049,955,911,868,996,908,873,815,794,938,1065,1182
UTTAR PRADESH,2003,Rail-Road Accidents,281,23,29,31,25,23,21,24,21,18,23,26,17
UTTAR PRADESH,2003,Other Railway Accidents,2321,217,194,183,200,206,204,224,208,193,212,97,183
UTTAR PRADESH,2003,Total,13956,1289,1178,1125,1093,1225,1133,1121,1044,1005,1173,1188,1382
UTTAR PRADESH,2004,Road Accidents,14374,1309,1309,1285,1004,1174,1062,1093,1227,1164,1201,1198,1348
UTTAR PRADESH,2004,Rail-Road Accidents,563,53,47,58,40,43,24,68,60,52,38,45,35
UTTAR PRADESH,2004,Other Railway Accidents,2450,196,172,155,201,217,229,222,245,233,191,209,180
UTTAR PRADESH,2004,Total,17387,1558,1528,1498,1245,1434,1315,1383,1532,1449,1430,1452,1563
UTTAR PRADESH,2005,Road Accidents,14689,1266,1220,1334,1114,1422,1302,1182,1251,1080,1107,1153,1258
UTTAR PRADESH,2005,Rail-Road Accidents,244,49,21,7,16,14,22,12,29,10,20,15,29
UTTAR PRADESH,2005,Other Railway Accidents,2252,231,151,150,151,150,229,199,194,180,215,202,200
UTTAR PRADESH,2005,Total,17185,1546,1392,1491,1281,1586,1553,1393,1474,1270,1342,1370,1487
UTTAR PRADESH,2006,Road Accidents,16207,1608,1605,1389,1160,1280,1343,1201,1252,1226,1204,1227,1712
UTTAR PRADESH,2006,Rail-Road Accidents,814,108,111,52,38,56,72,55,45,46,57,68,106
UTTAR PRADESH,2006,Other Railway Accidents,2158,132,107,217,226,102,144,258,263,193,214,188,114
UTTAR PRADESH,2006,Total,19179,1848,1823,1658,1424,1438,1559,1514,1560,1465,1475,1483,1932
UTTAR PRADESH,2007,Road Accidents,18031,1647,1570,1568,1495,1511,1461,1443,1392,1394,1393,1514,1643
UTTAR PRADESH,2007,Rail-Road Accidents,227,20,21,14,12,22,24,20,20,23,24,17,10
UTTAR PRADESH,2007,Other Railway Accidents,2585,203,189,214,205,258,238,249,218,210,203,220,178
UTTAR PRADESH,2007,Total,20843,1870,1780,1796,1712,1791,1723,1712,1630,1627,1620,1751,1831
UTTAR PRADESH,2008,Road Accidents,19064,1799,1624,1664,1555,1478,1483,1528,1411,1489,1569,1631,1833
UTTAR PRADESH,2008,Rail-Road Accidents,806,64,57,72,52,74,78,73,79,72,74,51,60
UTTAR PRADESH,2008,Other Railway Accidents,3027,236,217,271,269,270,264,254,275,240,246,260,225
UTTAR PRADESH,2008,Total,22897,2099,1898,2007,1876,1822,1825,1855,1765,1801,1889,1942,2118
UTTAR PRADESH,2009,Road Accidents,21985,2010,1758,1834,1802,1912,1747,1683,1754,1694,1791,2071,1929
UTTAR PRADESH,2009,Rail-Road Accidents,1262,117,105,98,76,94,125,121,119,108,109,78,112
UTTAR PRADESH,2009,Other Railway Accidents,2673,196,195,217,199,237,299,222,270,218,208,211,201
UTTAR PRADESH,2009,Total,25920,2323,2058,2149,2077,2243,2171,2026,2143,2020,2108,2360,2242
UTTAR PRADESH,2010,Road Accidents,25416,2213,2123,2284,2060,2171,2320,2022,1914,1862,1929,2131,2387
UTTAR PRADESH,2010,Rail-Road Accidents,835,85,54,65,79,59,61,67,59,63,67,98,78
UTTAR PRADESH,2010,Other Railway Accidents,3143,217,201,236,268,286,316,306,298,253,245,275,242
UTTAR PRADESH,2010,Total,29394,2515,2378,2585,2407,2516,2697,2395,2271,2178,2241,2504,2707
UTTAR PRADESH,2011,Road Accidents,24513,2045,2088,2145,1905,2178,2189,1842,1948,1879,1909,2150,2235
UTTAR PRADESH,2011,Rail-Road Accidents,483,44,32,37,30,40,34,17,118,20,27,39,45
UTTAR PRADESH,2011,Other Railway Accidents,3938,327,320,310,297,344,331,406,350,344,311,300,298
UTTAR PRADESH,2011,Total,28934,2416,2440,2492,2232,2562,2554,2265,2416,2243,2247,2489,2578
UTTAR PRADESH,2012,Road Accidents,24478,2101,2030,2100,2066,2380,2167,2037,1759,1670,1803,2055,2310
UTTAR PRADESH,2012,Rail-Road Accidents,503,47,58,42,42,38,45,38,39,41,39,39,35
UTTAR PRADESH,2012,Other Railway Accidents,3353,299,232,277,263,314,322,285,300,267,259,251,284
UTTAR PRADESH,2012,Total,28334,2447,2320,2419,2371,2732,2534,2360,2098,1978,2101,2345,2629
UTTARAKHAND,2001,Road Accidents,1003,78,88,83,74,94,84,86,81,82,74,84,95
UTTARAKHAND,2001,Rail-Road Accidents,9,3,1,0,1,0,0,0,0,0,1,3,0
UTTARAKHAND,2001,Other Railway Accidents,8,0,1,1,1,1,1,1,1,1,0,0,0
UTTARAKHAND,2001,Total,1020,81,90,84,76,95,85,87,82,83,75,87,95
UTTARAKHAND,2002,Road Accidents,1117,87,76,79,106,111,121,85,97,68,94,96,97
UTTARAKHAND,2002,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARAKHAND,2002,Other Railway Accidents,51,7,3,5,5,4,4,4,4,5,3,5,2
UTTARAKHAND,2002,Total,1168,94,79,84,111,115,125,89,101,73,97,101,99
UTTARAKHAND,2003,Road Accidents,1186,80,87,78,91,120,106,113,106,84,105,106,110
UTTARAKHAND,2003,Rail-Road Accidents,14,0,0,3,3,0,2,1,2,0,1,0,2
UTTARAKHAND,2003,Other Railway Accidents,33,2,3,4,1,4,6,2,0,2,5,4,0
UTTARAKHAND,2003,Total,1233,82,90,85,95,124,114,116,108,86,111,110,112
UTTARAKHAND,2004,Road Accidents,1252,113,99,103,97,115,122,110,81,81,105,114,112
UTTARAKHAND,2004,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARAKHAND,2004,Other Railway Accidents,10,1,2,0,0,2,0,0,0,3,0,2,0
UTTARAKHAND,2004,Total,1262,114,101,103,97,117,122,110,81,84,105,116,112
UTTARAKHAND,2005,Road Accidents,1332,120,94,96,89,129,141,106,93,112,99,124,129
UTTARAKHAND,2005,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARAKHAND,2005,Other Railway Accidents,23,2,2,0,4,0,2,2,3,2,2,3,1
UTTARAKHAND,2005,Total,1355,122,96,96,93,129,143,108,96,114,101,127,130
UTTARAKHAND,2006,Road Accidents,1461,108,118,149,124,100,116,124,115,110,135,116,146
UTTARAKHAND,2006,Rail-Road Accidents,5,0,1,1,1,1,0,0,0,0,1,0,0
UTTARAKHAND,2006,Other Railway Accidents,78,5,7,6,3,7,5,9,8,7,7,7,7
UTTARAKHAND,2006,Total,1544,113,126,156,128,108,121,133,123,117,143,123,153
UTTARAKHAND,2007,Road Accidents,1522,133,116,124,134,148,136,119,118,131,104,116,143
UTTARAKHAND,2007,Rail-Road Accidents,7,0,0,1,0,2,1,1,1,0,1,0,0
UTTARAKHAND,2007,Other Railway Accidents,48,5,2,4,3,5,4,3,6,6,4,3,3
UTTARAKHAND,2007,Total,1577,138,118,129,137,155,141,123,125,137,109,119,146
UTTARAKHAND,2008,Road Accidents,1409,138,126,138,119,133,125,143,73,81,108,116,109
UTTARAKHAND,2008,Rail-Road Accidents,8,0,0,1,1,0,1,0,1,0,2,2,0
UTTARAKHAND,2008,Other Railway Accidents,24,2,0,3,2,0,2,5,2,3,1,0,4
UTTARAKHAND,2008,Total,1441,140,126,142,122,133,128,148,76,84,111,118,113
UTTARAKHAND,2009,Road Accidents,1383,99,112,101,134,115,137,124,101,91,99,133,137
UTTARAKHAND,2009,Rail-Road Accidents,24,0,0,5,6,2,5,4,0,1,1,0,0
UTTARAKHAND,2009,Other Railway Accidents,58,5,7,7,4,6,3,4,4,5,6,4,3
UTTARAKHAND,2009,Total,1465,104,119,113,144,123,145,132,105,97,106,137,140
UTTARAKHAND,2010,Road Accidents,1479,86,108,128,127,125,145,148,128,95,129,136,124
UTTARAKHAND,2010,Rail-Road Accidents,14,1,0,2,0,1,2,0,2,3,0,0,3
UTTARAKHAND,2010,Other Railway Accidents,20,2,1,1,1,4,2,1,2,1,1,2,2
UTTARAKHAND,2010,Total,1513,89,109,131,128,130,149,149,132,99,130,138,129
UTTARAKHAND,2011,Road Accidents,1495,114,118,119,124,135,133,112,100,115,125,149,151
UTTARAKHAND,2011,Rail-Road Accidents,5,0,0,4,0,0,0,1,0,0,0,0,0
UTTARAKHAND,2011,Other Railway Accidents,54,4,6,3,3,5,5,9,5,7,2,3,2
UTTARAKHAND,2011,Total,1554,118,124,126,127,140,138,122,105,122,127,152,153
UTTARAKHAND,2012,Road Accidents,1455,112,152,122,137,127,138,108,123,82,118,125,111
UTTARAKHAND,2012,Rail-Road Accidents,17,1,2,2,1,1,1,1,1,2,2,2,1
UTTARAKHAND,2012,Other Railway Accidents,70,6,4,7,6,7,9,3,9,6,4,5,4
UTTARAKHAND,2012,Total,1542,119,158,131,144,135,148,112,133,90,124,132,116
WEST BENGAL,2001,Road Accidents,11430,897,908,948,1039,952,972,915,990,953,823,935,1098
WEST BENGAL,2001,Rail-Road Accidents,27,0,1,5,4,0,6,1,2,1,3,4,0
WEST BENGAL,2001,Other Railway Accidents,2497,185,207,193,221,240,205,240,203,219,195,198,191
WEST BENGAL,2001,Total,13954,1082,1116,1146,1264,1192,1183,1156,1195,1173,1021,1137,1289
WEST BENGAL,2002,Road Accidents,11237,894,932,942,1041,911,854,915,919,922,961,940,1006
WEST BENGAL,2002,Rail-Road Accidents,3,0,0,0,0,0,0,0,0,1,0,0,2
WEST BENGAL,2002,Other Railway Accidents,2535,181,211,209,206,207,220,258,251,241,189,202,160
WEST BENGAL,2002,Total,13775,1075,1143,1151,1247,1118,1074,1173,1170,1164,1150,1142,1168
WEST BENGAL,2003,Road Accidents,11375,916,930,1084,975,909,980,1054,934,945,823,842,983
WEST BENGAL,2003,Rail-Road Accidents,194,16,16,20,13,14,11,14,22,16,11,21,20
WEST BENGAL,2003,Other Railway Accidents,2217,176,183,186,180,192,176,177,192,173,194,167,221
WEST BENGAL,2003,Total,13786,1108,1129,1290,1168,1115,1167,1245,1148,1134,1028,1030,1224
WEST BENGAL,2004,Road Accidents,12152,1044,1001,1197,1085,1086,1043,964,900,869,977,898,1088
WEST BENGAL,2004,Rail-Road Accidents,1067,87,75,97,77,113,91,71,76,101,88,89,102
WEST BENGAL,2004,Other Railway Accidents,1185,96,105,101,104,115,86,95,102,105,97,83,96
WEST BENGAL,2004,Total,14404,1227,1181,1395,1266,1314,1220,1130,1078,1075,1162,1070,1286
WEST BENGAL,2005,Road Accidents,12181,1036,1061,1084,1035,1096,1049,998,926,887,975,979,1055
WEST BENGAL,2005,Rail-Road Accidents,1128,69,82,92,92,106,102,96,103,100,113,99,74
WEST BENGAL,2005,Other Railway Accidents,2113,163,165,171,193,130,159,188,212,218,198,175,141
WEST BENGAL,2005,Total,15422,1268,1308,1347,1320,1332,1310,1282,1241,1205,1286,1253,1270
WEST BENGAL,2006,Road Accidents,13085,1112,1093,1187,1053,1124,1153,1011,1105,1009,1026,1081,1131
WEST BENGAL,2006,Rail-Road Accidents,573,47,39,39,52,50,55,37,44,52,45,62,51
WEST BENGAL,2006,Other Railway Accidents,1962,161,138,164,141,185,161,152,187,192,207,150,124
WEST BENGAL,2006,Total,15620,1320,1270,1390,1246,1359,1369,1200,1336,1253,1278,1293,1306
WEST BENGAL,2007,Road Accidents,13954,1134,1051,1275,1240,1157,1269,1176,1050,1165,1133,1068,1236
WEST BENGAL,2007,Rail-Road Accidents,1062,82,74,63,93,119,77,93,96,101,116,82,66
WEST BENGAL,2007,Other Railway Accidents,1842,142,126,152,154,183,161,149,167,148,161,154,145
WEST BENGAL,2007,Total,16858,1358,1251,1490,1487,1459,1507,1418,1313,1414,1410,1304,1447
WEST BENGAL,2008,Road Accidents,11547,974,919,1097,1013,1069,1000,875,924,908,941,880,947
WEST BENGAL,2008,Rail-Road Accidents,606,43,50,47,47,41,56,51,44,64,56,62,45
WEST BENGAL,2008,Other Railway Accidents,1890,150,142,138,143,175,149,171,159,179,204,147,133
WEST BENGAL,2008,Total,14043,1167,1111,1282,1203,1285,1205,1097,1127,1151,1201,1089,1125
WEST BENGAL,2009,Road Accidents,13959,1231,1150,1183,1101,1158,1180,1162,1104,1171,1161,1176,1182
WEST BENGAL,2009,Rail-Road Accidents,20,2,2,3,4,2,2,1,1,1,1,1,0
WEST BENGAL,2009,Other Railway Accidents,2602,198,202,189,200,208,267,205,213,242,241,235,202
WEST BENGAL,2009,Total,16581,1431,1354,1375,1305,1368,1449,1368,1318,1414,1403,1412,1384
WEST BENGAL,2010,Road Accidents,14725,1245,1150,1349,1246,1172,1284,1231,1190,1128,1227,1251,1252
WEST BENGAL,2010,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2010,Other Railway Accidents,2646,182,187,236,199,220,228,233,249,253,223,214,222
WEST BENGAL,2010,Total,17371,1427,1337,1585,1445,1392,1512,1464,1439,1381,1450,1465,1474
WEST BENGAL,2011,Road Accidents,14468,1350,1179,1314,1148,1220,1241,1185,1074,1112,1214,1161,1270
WEST BENGAL,2011,Rail-Road Accidents,516,36,33,34,41,59,36,55,41,62,59,28,32
WEST BENGAL,2011,Other Railway Accidents,2364,186,181,164,198,199,193,225,198,187,236,224,173
WEST BENGAL,2011,Total,17348,1572,1393,1512,1387,1478,1470,1465,1313,1361,1509,1413,1475
WEST BENGAL,2012,Road Accidents,15608,1346,1383,1357,1270,1352,1434,1349,1204,1112,1251,1179,1371
WEST BENGAL,2012,Rail-Road Accidents,15,2,2,0,3,3,0,0,0,4,0,1,0
WEST BENGAL,2012,Other Railway Accidents,2628,189,207,232,168,236,211,234,264,245,234,214,194
WEST BENGAL,2012,Total,18251,1537,1592,1589,1441,1591,1645,1583,1468,1361,1485,1394,1565
TOTAL (STATES),2001,Road Accidents,312350,26157,25864,27317,26980,28972,25698,24216,24730,24864,25155,25767,26630
TOTAL (STATES),2001,Rail-Road Accidents,2271,197,177,184,186,201,194,168,196,174,219,205,170
TOTAL (STATES),2001,Other Railway Accidents,18843,1506,1524,1507,1626,1703,1625,1745,1537,1594,1655,1399,1422
TOTAL (STATES),2001,Total,333464,27860,27565,29008,28792,30876,27517,26129,26463,26632,27029,27371,28222
TOTAL (STATES),2002,Road Accidents,324703,26570,25560,27160,27995,30833,27970,26150,25832,25650,26722,26616,27645
TOTAL (STATES),2002,Rail-Road Accidents,1211,85,83,112,117,107,82,110,108,118,96,89,104
TOTAL (STATES),2002,Other Railway Accidents,18250,1455,1312,1484,1415,1693,1570,1617,1570,1617,1555,1530,1432
TOTAL (STATES),2002,Total,344164,28110,26955,28756,29527,32633,29622,27877,27510,27385,28373,28235,29181
TOTAL (STATES),2003,Road Accidents,325244,27394,25501,26371,25965,29418,27661,26296,26380,26377,27798,27540,28543
TOTAL (STATES),2003,Rail-Road Accidents,1522,127,119,143,108,127,120,137,146,101,141,134,119
TOTAL (STATES),2003,Other Railway Accidents,19048,1559,1468,1463,1575,1736,1575,1589,1653,1662,1747,1477,1544
TOTAL (STATES),2003,Total,345814,29080,27088,27977,27648,31281,29356,28022,28179,28140,29686,29151,30206
TOTAL (STATES),2004,Road Accidents,349814,29793,29349,30081,29437,30816,29036,27404,27275,28293,28783,29125,30422
TOTAL (STATES),2004,Rail-Road Accidents,2576,226,217,255,200,241,193,231,206,226,185,199,197
TOTAL (STATES),2004,Other Railway Accidents,19836,1559,1528,1617,1714,1737,1708,1797,1676,1766,1580,1638,1516
TOTAL (STATES),2004,Total,372226,31578,31094,31953,31351,32794,30937,29432,29157,30285,30548,30962,32135
TOTAL (STATES),2005,Road Accidents,378100,34728,33059,35220,34077,39102,31850,28038,27780,27119,28681,28860,29586
TOTAL (STATES),2005,Rail-Road Accidents,2537,223,149,221,222,179,247,224,247,210,240,159,216
TOTAL (STATES),2005,Other Railway Accidents,20671,1607,1629,1775,1787,1650,1901,1840,1717,1745,1817,1612,1591
TOTAL (STATES),2005,Total,401308,36558,34837,37216,36086,40931,33998,30102,29744,29074,30738,30631,31393
TOTAL (STATES),2006,Road Accidents,382257,32609,30439,33177,32750,36001,32066,29799,29840,29962,31322,30979,33313
TOTAL (STATES),2006,Rail-Road Accidents,2828,287,272,214,216,291,215,236,172,172,231,236,286
TOTAL (STATES),2006,Other Railway Accidents,25235,1841,1830,2113,2106,2183,2184,2204,2161,2265,2363,2059,1926
TOTAL (STATES),2006,Total,410320,34737,32541,35504,35072,38475,34465,32239,32173,32399,33916,33274,35525
TOTAL (STATES),2007,Road Accidents,405519,35391,32613,34797,36603,38074,33961,31350,31712,31256,32843,33263,33656
TOTAL (STATES),2007,Rail-Road Accidents,1871,141,130,123,160,179,175,160,198,164,187,140,114
TOTAL (STATES),2007,Other Railway Accidents,26794,2064,2104,2161,2338,2417,2171,2356,2279,2236,2347,2182,2139
TOTAL (STATES),2007,Total,434184,37596,34847,37081,39101,40670,36307,33866,34189,33656,35377,35585,35909
TOTAL (STATES),2008,Road Accidents,404757,35119,33400,35388,37081,36963,33098,31721,31952,31317,33379,32156,33183
TOTAL (STATES),2008,Rail-Road Accidents,2133,178,160,191,150,179,180,187,181,192,184,179,172
TOTAL (STATES),2008,Other Railway Accidents,26380,1934,1963,2191,2191,2320,2276,2304,2339,2318,2323,2099,2122
TOTAL (STATES),2008,Total,433270,37231,35523,37770,39422,39462,35554,34212,34472,33827,35886,34434,35477
TOTAL (STATES),2009,Road Accidents,411554,34531,33441,35159,34398,38064,35468,32095,32768,32695,33993,33854,35088
TOTAL (STATES),2009,Rail-Road Accidents,2077,186,164,175,167,167,197,183,174,169,182,131,182
TOTAL (STATES),2009,Other Railway Accidents,26239,2017,1966,2164,2142,2311,2432,2134,2360,2366,2231,2088,2028
TOTAL (STATES),2009,Total,439870,36734,35571,37498,36707,40542,38097,34412,35302,35230,36406,36073,37298
TOTAL (STATES),2010,Road Accidents,421049,35939,34490,37041,36308,38987,36340,33225,32349,32127,33939,35051,35253
TOTAL (STATES),2010,Rail-Road Accidents,2840,234,208,258,252,243,261,216,240,243,238,229,218
TOTAL (STATES),2010,Other Railway Accidents,26762,2073,1897,2183,2173,2353,2363,2353,2378,2304,2330,2217,2138
TOTAL (STATES),2010,Total,450651,38246,36595,39482,38733,41583,38964,35794,34967,34674,36507,37497,37609
TOTAL (STATES),2011,Road Accidents,430563,37556,35507,38297,35199,40748,37136,34467,32854,33093,34492,35109,36105
TOTAL (STATES),2011,Rail-Road Accidents,2378,199,155,201,190,238,169,185,263,195,225,159,199
TOTAL (STATES),2011,Other Railway Accidents,29161,2308,2183,2420,2325,2633,2587,2572,2447,2438,2470,2428,2350
TOTAL (STATES),2011,Total,462102,40063,37845,40918,37714,43619,39892,37224,35564,35726,37187,37696,38654
TOTAL (STATES),2012,Road Accidents,430812,37654,36370,37060,37739,38181,36581,34595,33767,32392,34481,35114,36878
TOTAL (STATES),2012,Rail-Road Accidents,1761,142,171,142,153,145,152,134,154,150,148,139,131
TOTAL (STATES),2012,Other Railway Accidents,30347,2459,2318,2539,2418,2691,2518,2588,2633,2568,2631,2398,2586
TOTAL (STATES),2012,Total,462920,40255,38859,39741,40310,41017,39251,37317,36554,35110,37260,37651,39595
A & N ISLANDS,2001,Road Accidents,181,8,23,15,15,14,19,14,19,7,12,13,22
A & N ISLANDS,2001,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,2001,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,2001,Total,181,8,23,15,15,14,19,14,19,7,12,13,22
A & N ISLANDS,2002,Road Accidents,168,12,10,14,16,10,7,16,11,23,21,11,17
A & N ISLANDS,2002,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,2002,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,2002,Total,168,12,10,14,16,10,7,16,11,23,21,11,17
A & N ISLANDS,2003,Road Accidents,180,19,13,15,13,13,12,8,16,17,25,14,15
A & N ISLANDS,2003,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,2003,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,2003,Total,180,19,13,15,13,13,12,8,16,17,25,14,15
A & N ISLANDS,2004,Road Accidents,215,21,14,22,17,13,18,16,19,16,20,15,24
A & N ISLANDS,2004,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,2004,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,2004,Total,215,21,14,22,17,13,18,16,19,16,20,15,24
A & N ISLANDS,2005,Road Accidents,206,19,21,22,17,13,19,21,14,15,19,10,16
A & N ISLANDS,2005,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,2005,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,2005,Total,206,19,21,22,17,13,19,21,14,15,19,10,16
A & N ISLANDS,2006,Road Accidents,155,21,13,4,22,9,14,12,14,8,14,6,18
A & N ISLANDS,2006,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,2006,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,2006,Total,155,21,13,4,22,9,14,12,14,8,14,6,18
A & N ISLANDS,2007,Road Accidents,152,17,16,12,22,12,14,8,10,11,7,11,12
A & N ISLANDS,2007,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,2007,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
